date,USD_CHF,EUR_GBP,USD_CAD,GBP_JPY,EUR_USD,EUR_JPY,EUR_CHF,GBP_USD,USD_JPY
2017-01-26 22:05:00,0,0,1,0,0,0,0,0,0
2017-01-26 22:08:00,1,1,0,1,1,1,1,1,1
2017-01-26 22:11:00,1,0,1,1,1,1,1,0,1
2017-01-26 22:14:00,0,1,1,0,0,0,1,1,0
2017-01-26 22:17:00,0,0,0,0,1,1,1,0,0
2017-01-26 22:20:00,0,1,1,0,0,0,0,1,0
2017-01-26 22:23:00,1,1,0,1,1,1,1,1,1
2017-01-26 22:26:00,0,0,1,1,0,1,0,0,1
2017-01-26 22:29:00,1,1,1,1,1,1,1,1,1
2017-01-26 22:32:00,0,0,0,0,0,0,0,0,0
2017-01-26 22:35:00,0,1,1,0,1,0,1,1,1
2017-01-26 22:38:00,0,1,0,1,0,1,0,0,0
2017-01-26 22:41:00,1,0,1,0,0,0,1,0,0
2017-01-26 22:44:00,0,0,0,0,0,0,0,0,0
2017-01-26 22:47:00,1,1,1,1,0,1,0,1,1
2017-01-26 22:50:00,0,1,1,1,1,0,0,0,0
2017-01-26 22:53:00,0,0,0,0,0,0,0,0,0
2017-01-26 22:56:00,0,1,0,1,0,1,0,1,0
2017-01-26 22:59:00,1,0,1,0,1,0,0,0,1
2017-01-26 23:02:00,1,1,1,0,1,1,1,1,1
2017-01-26 23:05:00,0,0,0,1,0,0,0,0,0
2017-01-26 23:08:00,1,0,0,0,1,0,0,0,0
2017-01-26 23:11:00,1,1,0,1,0,1,1,1,0
2017-01-26 23:14:00,0,0,0,1,0,1,0,1,1
2017-01-26 23:17:00,1,1,1,0,1,0,1,0,0
2017-01-26 23:20:00,0,0,0,0,0,1,0,1,0
2017-01-26 23:23:00,0,1,0,1,0,1,0,0,1
2017-01-26 23:26:00,1,0,0,0,0,0,1,1,0
2017-01-26 23:29:00,1,1,1,1,1,1,1,1,1
2017-01-26 23:32:00,0,0,1,0,1,0,0,0,0
2017-01-26 23:35:00,0,0,0,1,0,1,0,0,1
2017-01-26 23:38:00,1,0,1,0,1,0,1,1,1
2017-01-26 23:41:00,0,1,0,1,0,1,1,0,0
2017-01-26 23:44:00,0,0,0,0,0,0,0,0,0
2017-01-26 23:47:00,1,1,1,1,1,0,1,1,0
2017-01-26 23:50:00,0,0,1,0,1,1,0,1,1
2017-01-26 23:53:00,1,1,1,1,1,1,1,1,1
2017-01-26 23:56:00,0,1,0,0,0,0,0,1,0
2017-01-26 23:59:00,1,0,1,0,1,0,1,0,0
2017-01-27 00:02:00,0,0,0,1,0,1,0,1,0
2017-01-27 00:05:00,1,1,1,1,1,1,0,1,1
2017-01-27 00:08:00,1,1,0,1,1,1,1,0,1
2017-01-27 00:11:00,0,0,0,0,0,0,0,0,0
2017-01-27 00:14:00,1,1,0,0,1,0,1,0,1
2017-01-27 00:17:00,0,0,0,0,0,0,0,0,0
2017-01-27 00:20:00,1,1,1,1,1,1,1,1,1
2017-01-27 00:23:00,0,0,0,1,0,1,0,0,1
2017-01-27 00:26:00,0,0,0,0,0,0,0,1,0
2017-01-27 00:29:00,1,1,0,1,0,0,1,1,0
2017-01-27 00:32:00,0,0,1,0,1,1,1,0,1
2017-01-27 00:35:00,1,0,0,1,0,1,0,1,0
2017-01-27 00:38:00,0,1,1,0,0,0,1,0,1
2017-01-27 00:41:00,0,1,0,0,0,0,1,1,0
2017-01-27 00:44:00,1,0,1,0,1,1,0,0,1
2017-01-27 00:47:00,0,0,0,0,0,0,0,0,0
2017-01-27 00:50:00,1,1,1,1,1,1,1,1,1
2017-01-27 00:53:00,1,0,1,0,0,0,0,0,0
2017-01-27 00:56:00,0,1,0,1,0,0,0,1,0
2017-01-27 00:59:00,1,0,1,1,1,1,1,0,1
2017-01-27 01:02:00,1,0,0,0,1,0,1,0,0
2017-01-27 01:05:00,1,1,1,1,1,0,0,1,0
2017-01-27 01:08:00,0,0,1,0,0,1,0,0,1
2017-01-27 01:11:00,1,0,0,0,0,0,1,0,0
2017-01-27 01:14:00,0,1,0,1,1,1,0,1,1
2017-01-27 01:17:00,0,1,1,1,0,0,0,1,0
2017-01-27 01:20:00,0,0,0,0,0,1,0,0,1
2017-01-27 01:23:00,1,1,1,0,1,0,0,1,0
2017-01-27 01:26:00,0,1,0,1,1,1,1,0,1
2017-01-27 01:29:00,0,0,1,0,0,0,0,1,0
2017-01-27 01:32:00,1,1,1,1,1,1,1,0,1
2017-01-27 01:35:00,0,1,1,1,1,1,0,1,1
2017-01-27 01:38:00,1,0,1,0,0,0,1,0,0
2017-01-27 01:41:00,1,1,0,1,0,1,1,1,1
2017-01-27 01:44:00,1,0,1,0,1,1,0,0,0
2017-01-27 01:47:00,0,0,0,0,0,0,0,0,0
2017-01-27 01:50:00,1,0,0,1,1,1,1,1,1
2017-01-27 01:53:00,1,1,1,1,1,1,0,1,0
2017-01-27 01:56:00,0,0,0,0,0,0,1,0,1
2017-01-27 01:59:00,0,0,0,1,0,1,0,0,1
2017-01-27 02:02:00,1,1,1,0,1,0,0,1,0
2017-01-27 02:05:00,1,1,0,1,0,1,1,1,1
2017-01-27 02:08:00,0,1,1,1,1,0,0,1,0
2017-01-27 02:11:00,1,0,0,0,0,0,1,0,1
2017-01-27 02:14:00,0,0,1,1,1,0,0,1,0
2017-01-27 02:17:00,1,1,1,1,1,1,0,0,1
2017-01-27 02:20:00,0,0,0,0,0,0,0,0,0
2017-01-27 02:23:00,1,1,1,1,1,1,1,1,1
2017-01-27 02:26:00,0,0,0,0,0,0,0,1,0
2017-01-27 02:29:00,1,1,0,1,1,0,1,1,1
2017-01-27 02:32:00,0,1,1,1,0,1,1,1,1
2017-01-27 02:35:00,0,0,0,0,0,0,0,0,0
2017-01-27 02:38:00,1,0,1,1,1,1,0,0,1
2017-01-27 02:41:00,0,1,0,1,0,1,1,0,1
2017-01-27 02:44:00,0,0,1,0,0,0,0,1,0
2017-01-27 02:47:00,1,0,1,0,1,1,1,0,1
2017-01-27 02:50:00,1,1,1,1,1,1,1,1,1
2017-01-27 02:53:00,0,0,0,0,0,1,0,0,0
2017-01-27 02:56:00,0,0,0,0,0,0,0,0,0
2017-01-27 02:59:00,1,1,1,1,1,1,1,1,1
2017-01-27 03:02:00,0,1,1,1,0,0,0,1,1
2017-01-27 03:05:00,1,0,0,0,0,1,1,0,1
2017-01-27 03:08:00,0,0,0,0,1,0,1,0,0
2017-01-27 03:11:00,0,0,0,0,0,1,0,0,0
2017-01-27 03:14:00,1,0,1,0,1,0,1,1,0
2017-01-27 03:17:00,0,1,0,0,0,1,0,1,1
2017-01-27 03:20:00,1,0,0,0,1,0,1,0,0
2017-01-27 03:23:00,1,1,1,1,0,1,1,1,1
2017-01-27 03:26:00,1,1,1,1,1,1,1,0,1
2017-01-27 03:29:00,0,0,0,0,0,0,0,1,0
2017-01-27 03:32:00,1,0,0,0,0,0,1,0,0
2017-01-27 03:35:00,1,1,1,1,1,1,0,1,1
2017-01-27 03:38:00,1,0,0,0,1,0,0,0,0
2017-01-27 03:41:00,0,0,1,0,0,0,1,1,0
2017-01-27 03:44:00,1,1,1,0,1,1,1,1,1
2017-01-27 03:47:00,0,1,1,1,0,1,0,0,0
2017-01-27 03:50:00,1,1,0,1,1,1,0,1,0
2017-01-27 03:53:00,1,0,0,0,1,0,1,0,0
2017-01-27 03:56:00,1,1,1,1,0,1,0,1,1
2017-01-27 03:59:00,1,1,0,0,0,1,1,0,0
2017-01-27 04:02:00,0,0,1,1,0,1,0,0,1
2017-01-27 04:05:00,1,0,1,0,1,0,1,1,0
2017-01-27 04:08:00,1,1,0,0,1,0,0,0,0
2017-01-27 04:11:00,0,0,1,0,0,0,1,0,1
2017-01-27 04:14:00,1,1,1,1,1,0,0,1,1
2017-01-27 04:17:00,1,0,0,0,1,1,1,1,0
2017-01-27 04:20:00,1,1,1,1,0,0,1,1,1
2017-01-27 04:23:00,1,0,0,0,1,0,1,0,0
2017-01-27 04:26:00,0,1,1,1,1,1,0,1,1
2017-01-27 04:29:00,0,0,0,0,0,0,1,0,0
2017-01-27 04:32:00,1,1,1,1,1,1,1,1,1
2017-01-27 04:35:00,1,0,0,0,0,0,0,0,0
2017-01-27 04:38:00,0,0,1,1,0,0,0,0,0
2017-01-27 04:41:00,1,1,1,1,1,1,0,1,1
2017-01-27 04:44:00,0,0,1,0,1,0,1,1,0
2017-01-27 04:47:00,0,1,0,1,0,1,1,0,1
2017-01-27 04:50:00,1,1,1,0,0,0,0,1,0
2017-01-27 04:53:00,1,0,1,0,0,1,1,0,1
2017-01-27 04:56:00,0,0,1,0,1,0,0,0,0
2017-01-27 04:59:00,1,1,0,1,0,1,1,1,0
2017-01-27 05:02:00,1,1,1,1,1,1,1,1,0
2017-01-27 05:05:00,0,0,0,0,0,0,0,0,0
2017-01-27 05:08:00,1,0,1,1,1,1,1,0,1
2017-01-27 05:11:00,1,0,0,0,1,1,1,1,0
2017-01-27 05:14:00,0,0,1,0,0,0,0,0,1
2017-01-27 05:17:00,0,1,1,1,0,1,1,0,1
2017-01-27 05:20:00,0,0,0,0,0,0,0,1,0
2017-01-27 05:23:00,1,1,0,0,1,1,1,1,0
2017-01-27 05:26:00,0,1,1,1,0,1,0,1,1
2017-01-27 05:29:00,1,0,0,0,0,0,0,0,1
2017-01-27 05:32:00,1,1,1,1,1,0,1,1,0
2017-01-27 05:35:00,1,0,0,1,1,0,0,0,1
2017-01-27 05:38:00,0,1,1,1,1,1,1,1,0
2017-01-27 05:41:00,1,0,1,0,0,0,1,0,0
2017-01-27 05:44:00,0,0,1,0,0,0,0,0,0
2017-01-27 05:47:00,1,1,0,1,1,1,1,1,1
2017-01-27 05:50:00,1,0,0,0,1,1,1,0,1
2017-01-27 05:53:00,0,0,0,0,0,0,0,0,0
2017-01-27 05:56:00,0,1,1,1,0,1,1,1,0
2017-01-27 05:59:00,1,1,1,1,1,1,1,1,1
2017-01-27 06:02:00,0,1,0,1,0,0,0,0,0
2017-01-27 06:05:00,0,0,0,0,0,1,0,0,0
2017-01-27 06:08:00,1,0,0,1,1,1,1,0,1
2017-01-27 06:11:00,1,0,1,0,1,0,1,0,0
2017-01-27 06:14:00,0,1,0,1,0,0,0,1,0
2017-01-27 06:17:00,1,0,1,1,1,1,0,1,1
2017-01-27 06:20:00,0,0,0,0,0,0,0,0,1
2017-01-27 06:23:00,0,0,0,1,1,1,1,0,1
2017-01-27 06:26:00,1,1,1,0,0,0,1,1,1
2017-01-27 06:29:00,0,1,1,1,1,1,0,1,1
2017-01-27 06:32:00,1,0,0,0,1,0,1,0,0
2017-01-27 06:35:00,0,1,0,1,0,1,0,1,0
2017-01-27 06:38:00,1,0,0,0,1,0,1,0,1
2017-01-27 06:41:00,0,0,1,0,1,1,0,1,1
2017-01-27 06:44:00,1,1,1,1,1,1,1,1,1
2017-01-27 06:47:00,0,0,0,0,0,0,1,0,0
2017-01-27 06:50:00,0,1,1,1,1,1,0,1,0
2017-01-27 06:53:00,1,0,0,1,0,0,1,0,1
2017-01-27 06:56:00,0,0,0,0,1,0,0,0,0
2017-01-27 06:59:00,0,0,1,1,0,1,0,0,1
2017-01-27 07:02:00,0,1,0,1,0,0,0,0,1
2017-01-27 07:05:00,1,0,0,0,0,1,0,1,1
2017-01-27 07:08:00,0,0,1,1,0,0,1,0,0
2017-01-27 07:11:00,1,1,1,0,1,1,1,1,1
2017-01-27 07:14:00,0,1,1,1,0,0,0,0,0
2017-01-27 07:17:00,0,0,0,0,0,1,0,0,1
2017-01-27 07:20:00,0,0,0,0,0,0,0,0,0
2017-01-27 07:23:00,1,1,1,1,1,1,0,1,1
2017-01-27 07:26:00,1,0,0,0,0,0,1,0,0
2017-01-27 07:29:00,0,1,0,1,1,1,0,1,1
2017-01-27 07:32:00,1,0,0,0,0,0,1,0,0
2017-01-27 07:35:00,1,1,1,1,1,1,0,1,1
2017-01-27 07:38:00,0,1,0,1,0,0,1,1,0
2017-01-27 07:41:00,0,0,0,0,1,0,0,0,0
2017-01-27 07:44:00,1,0,1,0,1,1,1,0,1
2017-01-27 07:47:00,1,0,1,0,0,0,0,0,0
2017-01-27 07:50:00,0,1,0,1,1,1,1,1,1
2017-01-27 07:53:00,1,0,1,0,0,1,0,1,0
2017-01-27 07:56:00,0,0,0,0,0,0,0,0,0
2017-01-27 07:59:00,1,1,1,1,0,0,0,0,1
2017-01-27 08:02:00,0,0,0,1,0,1,0,0,1
2017-01-27 08:05:00,1,1,1,0,1,0,1,1,1
2017-01-27 08:08:00,0,0,0,1,0,1,0,1,0
2017-01-27 08:11:00,1,1,1,1,1,1,0,1,1
2017-01-27 08:14:00,0,0,0,0,0,0,1,0,0
2017-01-27 08:17:00,1,0,1,1,1,0,0,1,1
2017-01-27 08:20:00,1,1,1,1,1,1,1,0,1
2017-01-27 08:23:00,0,0,1,0,0,0,0,1,1
2017-01-27 08:26:00,0,0,0,1,0,0,1,0,0
2017-01-27 08:29:00,1,1,0,1,1,1,1,0,1
2017-01-27 08:32:00,1,0,1,1,1,1,0,1,1
2017-01-27 08:35:00,1,1,0,1,1,0,0,0,1
2017-01-27 08:38:00,0,0,0,0,0,1,0,0,0
2017-01-27 08:41:00,0,0,0,1,0,1,1,0,1
2017-01-27 08:44:00,1,1,1,0,1,0,1,1,0
2017-01-27 08:47:00,0,0,1,1,0,1,0,0,0
2017-01-27 08:50:00,1,1,0,0,1,0,0,1,1
2017-01-27 08:53:00,0,1,0,0,0,1,1,0,0
2017-01-27 08:56:00,1,0,1,0,1,0,0,1,1
2017-01-27 08:59:00,1,1,1,1,1,0,1,0,0
2017-01-27 09:02:00,0,0,0,0,0,0,0,1,0
2017-01-27 09:05:00,1,1,1,1,1,1,1,1,1
2017-01-27 09:08:00,0,1,0,1,0,0,0,0,0
2017-01-27 09:11:00,1,0,1,0,1,0,1,0,1
2017-01-27 09:14:00,0,0,1,1,0,1,0,1,0
2017-01-27 09:17:00,1,0,1,0,0,1,1,0,0
2017-01-27 09:20:00,0,0,0,1,1,0,0,1,0
2017-01-27 09:23:00,1,0,0,1,1,1,0,0,1
2017-01-27 09:26:00,0,1,1,0,0,0,1,1,0
2017-01-27 09:29:00,0,1,1,1,0,1,1,1,0
2017-01-27 09:32:00,1,1,0,1,1,0,0,0,1
2017-01-27 09:35:00,1,0,1,1,1,1,1,0,1
2017-01-27 09:38:00,1,0,1,0,0,0,1,1,0
2017-01-27 09:41:00,1,1,0,1,1,1,0,1,1
2017-01-27 09:44:00,0,0,0,0,0,0,0,0,0
2017-01-27 09:47:00,0,0,1,0,1,1,1,0,0
2017-01-27 09:50:00,1,0,0,0,1,0,1,0,1
2017-01-27 09:53:00,0,1,1,1,0,1,0,0,0
2017-01-27 09:56:00,0,1,0,1,1,0,1,1,0
2017-01-27 09:59:00,1,1,1,1,1,1,1,1,1
2017-01-27 10:02:00,1,0,0,1,0,1,0,1,1
2017-01-27 10:05:00,1,1,1,1,1,0,0,0,0
2017-01-27 10:08:00,0,0,1,0,0,1,1,1,1
2017-01-27 10:11:00,1,1,0,1,1,1,1,0,1
2017-01-27 10:14:00,0,0,1,1,0,0,0,0,1
2017-01-27 10:17:00,1,1,0,0,0,0,0,0,0
2017-01-27 10:20:00,0,0,0,0,0,0,0,1,0
2017-01-27 10:23:00,0,1,0,1,1,1,0,0,1
2017-01-27 10:26:00,1,0,1,0,1,1,1,0,0
2017-01-27 10:29:00,0,0,1,1,0,1,0,1,1
2017-01-27 10:32:00,0,0,0,0,1,0,1,1,0
2017-01-27 10:35:00,0,0,1,0,0,0,0,0,0
2017-01-27 10:38:00,1,1,1,1,1,1,1,1,1
2017-01-27 10:41:00,0,0,0,0,0,0,0,0,0
2017-01-27 10:44:00,1,1,0,1,1,1,1,1,1
2017-01-27 10:47:00,0,0,1,0,0,0,0,0,0
2017-01-27 10:50:00,1,0,1,1,1,1,1,1,1
2017-01-27 10:53:00,0,0,0,0,0,0,0,0,0
2017-01-27 10:56:00,1,1,1,1,1,1,1,1,1
2017-01-27 10:59:00,0,1,1,0,0,0,1,1,0
2017-01-27 11:02:00,1,1,1,1,1,1,1,1,0
2017-01-27 11:05:00,0,0,0,0,0,0,0,0,0
2017-01-27 11:08:00,1,1,1,0,1,1,0,0,1
2017-01-27 11:11:00,0,0,0,0,0,1,0,1,0
2017-01-27 11:14:00,0,1,1,0,0,0,1,0,0
2017-01-27 11:17:00,1,0,0,1,1,1,1,1,1
2017-01-27 11:20:00,0,0,1,0,0,0,1,0,0
2017-01-27 11:23:00,0,0,0,0,0,1,0,1,1
2017-01-27 11:26:00,1,0,0,1,1,0,1,0,0
2017-01-27 11:29:00,0,0,1,0,0,1,0,0,0
2017-01-27 11:32:00,1,1,1,1,1,1,1,1,1
2017-01-27 11:35:00,0,0,1,0,0,0,0,0,1
2017-01-27 11:38:00,0,0,0,1,0,1,1,0,1
2017-01-27 11:41:00,1,1,1,0,1,0,1,1,0
2017-01-27 11:44:00,0,0,1,0,0,1,0,0,1
2017-01-27 11:47:00,0,0,0,0,0,0,0,0,0
2017-01-27 11:50:00,0,1,1,1,1,1,1,1,1
2017-01-27 11:53:00,0,0,0,0,0,0,0,0,0
2017-01-27 11:56:00,1,1,0,1,1,1,1,1,1
2017-01-27 11:59:00,0,0,1,0,1,0,1,1,0
2017-01-27 12:02:00,1,1,0,1,1,1,0,1,1
2017-01-27 12:05:00,0,1,1,0,0,0,1,0,0
2017-01-27 12:08:00,0,0,0,1,0,0,1,0,0
2017-01-27 12:11:00,0,0,0,0,1,1,0,1,1
2017-01-27 12:14:00,1,1,1,1,1,0,1,0,1
2017-01-27 12:17:00,0,0,1,0,0,0,0,1,0
2017-01-27 12:20:00,0,1,0,0,0,1,1,0,0
2017-01-27 12:23:00,1,0,1,1,1,0,0,1,1
2017-01-27 12:26:00,0,0,0,0,0,0,0,0,0
2017-01-27 12:29:00,1,1,0,1,1,0,1,1,1
2017-01-27 12:32:00,0,1,1,1,0,1,0,1,1
2017-01-27 12:35:00,1,0,0,0,0,0,1,0,0
2017-01-27 12:38:00,0,1,0,1,1,0,0,1,0
2017-01-27 12:41:00,0,1,1,0,1,1,0,1,1
2017-01-27 12:44:00,0,0,0,0,0,0,1,0,0
2017-01-27 12:47:00,0,1,1,1,1,1,1,1,0
2017-01-27 12:50:00,1,0,0,0,0,1,1,0,0
2017-01-27 12:53:00,1,1,1,1,1,1,0,1,1
2017-01-27 12:56:00,0,0,0,1,0,0,0,1,0
2017-01-27 12:59:00,1,1,1,1,1,1,1,1,1
2017-01-27 13:02:00,0,0,0,0,0,0,0,0,0
2017-01-27 13:05:00,1,1,1,1,1,1,1,1,1
2017-01-27 13:08:00,0,0,0,0,0,0,0,0,0
2017-01-27 13:11:00,1,1,1,1,1,1,0,1,1
2017-01-27 13:14:00,0,0,0,0,0,0,0,0,0
2017-01-27 13:17:00,1,1,0,1,1,1,1,1,1
2017-01-27 13:20:00,0,1,1,1,0,0,0,1,0
2017-01-27 13:23:00,0,0,1,0,1,1,0,1,1
2017-01-27 13:26:00,0,1,0,0,0,0,0,0,1
2017-01-27 13:29:00,0,0,0,0,1,0,0,0,0
2017-01-27 13:32:00,1,1,1,1,1,1,1,1,1
2017-01-27 13:35:00,0,1,1,0,0,0,0,1,0
2017-01-27 13:38:00,0,0,0,0,0,0,1,0,1
2017-01-27 13:41:00,1,1,1,1,1,1,1,1,1
2017-01-27 13:44:00,0,1,0,1,0,0,0,1,1
2017-01-27 13:47:00,1,0,1,0,1,0,0,0,0
2017-01-27 13:50:00,1,0,1,0,1,1,1,0,1
2017-01-27 13:53:00,1,1,0,1,0,0,1,1,0
2017-01-27 13:56:00,0,0,0,0,0,0,0,0,0
2017-01-27 13:59:00,1,1,0,1,1,1,1,1,1
2017-01-27 14:02:00,0,0,1,0,1,1,0,0,0
2017-01-27 14:05:00,1,1,0,0,1,1,0,1,0
2017-01-27 14:08:00,0,0,1,0,0,0,1,0,1
2017-01-27 14:11:00,1,1,0,1,1,0,0,1,0
2017-01-27 14:14:00,0,0,1,0,0,0,0,0,1
2017-01-27 14:17:00,0,1,0,1,0,1,1,1,0
2017-01-27 14:20:00,1,0,0,0,1,1,1,0,0
2017-01-27 14:23:00,0,0,0,0,0,0,0,0,0
2017-01-27 14:26:00,0,1,1,1,1,1,0,1,0
2017-01-27 14:29:00,0,0,0,0,0,0,0,0,0
2017-01-27 14:32:00,0,0,0,1,0,0,0,1,0
2017-01-27 14:35:00,1,1,1,1,1,1,1,0,1
2017-01-27 14:38:00,1,0,1,0,1,0,1,1,0
2017-01-27 14:41:00,1,0,1,0,1,0,1,0,1
2017-01-27 14:44:00,0,0,0,0,0,0,0,0,0
2017-01-27 14:47:00,1,1,0,0,1,1,1,0,0
2017-01-27 14:50:00,0,1,0,1,0,0,1,1,0
2017-01-27 14:53:00,0,1,1,1,1,1,0,1,1
2017-01-27 14:56:00,1,0,1,1,1,1,1,1,1
2017-01-27 14:59:00,0,1,1,1,1,1,1,1,1
2017-01-27 15:02:00,0,0,0,0,0,0,0,0,0
2017-01-27 15:05:00,1,1,0,1,1,0,1,1,0
2017-01-27 15:08:00,0,0,0,0,0,0,0,0,1
2017-01-27 15:11:00,0,1,1,1,1,0,0,1,0
2017-01-27 15:14:00,1,1,1,1,1,0,1,1,1
2017-01-27 15:17:00,0,0,0,0,0,0,1,0,0
2017-01-27 15:20:00,0,0,0,1,0,1,0,0,1
2017-01-27 15:23:00,1,0,1,1,1,0,0,1,1
2017-01-27 15:26:00,0,0,1,0,0,0,0,0,0
2017-01-27 15:29:00,0,0,0,1,0,1,0,0,1
2017-01-27 15:32:00,0,1,0,1,0,1,1,1,0
2017-01-27 15:35:00,0,0,1,0,0,0,0,0,0
2017-01-27 15:38:00,0,1,1,1,1,1,0,0,1
2017-01-27 15:41:00,1,1,0,1,0,0,1,1,0
2017-01-27 15:44:00,0,1,0,1,0,0,0,1,1
2017-01-27 15:47:00,1,0,1,0,1,1,1,1,1
2017-01-27 15:50:00,0,0,0,0,0,1,0,0,0
2017-01-27 15:53:00,0,1,1,1,0,0,0,1,0
2017-01-27 15:56:00,0,0,1,1,1,1,1,0,0
2017-01-27 15:59:00,1,1,1,1,1,1,1,1,1
2017-01-27 16:02:00,0,0,0,0,0,0,0,0,0
2017-01-27 16:05:00,1,1,0,1,1,0,1,1,0
2017-01-27 16:08:00,0,0,0,0,0,0,0,0,0
2017-01-27 16:11:00,1,1,1,1,1,1,1,1,1
2017-01-27 16:14:00,0,1,0,0,0,0,0,0,0
2017-01-27 16:17:00,0,1,0,0,1,0,0,1,0
2017-01-27 16:20:00,0,1,0,1,0,1,1,1,1
2017-01-27 16:23:00,1,0,0,0,1,1,1,0,0
2017-01-27 16:26:00,0,0,1,1,0,0,0,1,0
2017-01-27 16:29:00,1,1,0,1,1,1,1,1,1
2017-01-27 16:32:00,0,0,1,0,0,0,0,0,0
2017-01-27 16:35:00,1,1,0,1,0,1,0,0,1
2017-01-27 16:38:00,1,1,1,0,1,0,1,1,0
2017-01-27 16:41:00,0,1,0,1,0,0,0,1,0
2017-01-27 16:44:00,1,0,0,0,1,1,0,0,1
2017-01-27 16:47:00,0,1,1,1,0,1,1,1,1
2017-01-27 16:50:00,1,1,0,1,1,1,1,1,1
2017-01-27 16:53:00,0,0,1,0,0,0,0,0,0
2017-01-27 16:56:00,1,1,1,1,1,1,1,1,1
2017-01-27 16:59:00,1,1,1,0,0,0,0,1,1
2017-01-29 17:02:00,1,0,,,1,0,1,1,0
2017-01-29 17:05:00,0,1,,,1,1,0,1,1
2017-01-29 17:08:00,0,1,0,0,0,0,0,0,0
2017-01-29 17:11:00,1,0,1,0,0,0,1,0,0
2017-01-29 17:14:00,1,0,,1,1,1,1,0,1
2017-01-29 17:17:00,0,0,,1,0,0,0,0,0
2017-01-29 17:20:00,,,,0,1,0,,0,0
2017-01-29 17:23:00,,,,1,1,1,,1,1
2017-01-29 17:26:00,0,1,1,1,1,0,0,1,0
2017-01-29 17:29:00,1,0,0,0,1,1,1,0,1
2017-01-29 17:32:00,0,0,0,0,0,0,,0,0
2017-01-29 17:35:00,0,0,0,0,0,1,,0,1
2017-01-29 17:38:00,0,1,,1,0,0,,1,0
2017-01-29 17:41:00,1,0,,1,1,1,,0,1
2017-01-29 17:44:00,1,,1,0,0,0,0,0,0
2017-01-29 17:47:00,0,,,1,1,0,,1,1
2017-01-29 17:50:00,0,,,0,1,0,,0,0
2017-01-29 17:53:00,1,0,,0,0,0,,0,0
2017-01-29 17:56:00,0,1,,1,0,1,,1,1
2017-01-29 17:59:00,1,0,1,0,1,1,1,0,1
2017-01-29 18:02:00,0,1,1,1,1,1,0,1,1
2017-01-29 18:05:00,1,0,0,1,1,1,1,0,1
2017-01-29 18:08:00,1,1,0,0,1,0,1,1,0
2017-01-29 18:11:00,1,1,1,0,1,1,0,1,1
2017-01-29 18:14:00,0,0,1,0,0,0,0,0,0
2017-01-29 18:17:00,1,0,0,0,0,0,0,0,0
2017-01-29 18:20:00,1,1,1,1,1,1,1,1,1
2017-01-29 18:23:00,0,0,0,0,0,0,0,0,0
2017-01-29 18:26:00,1,1,1,1,1,1,1,1,1
2017-01-29 18:29:00,1,0,0,0,1,1,0,0,1
2017-01-29 18:32:00,0,1,1,1,0,1,0,1,1
2017-01-29 18:35:00,1,0,0,0,1,0,1,0,0
2017-01-29 18:38:00,0,0,0,1,0,1,1,0,1
2017-01-29 18:41:00,0,0,0,0,0,0,,0,0
2017-01-29 18:44:00,0,0,1,1,0,1,,0,1
2017-01-29 18:47:00,1,1,0,0,1,1,1,1,0
2017-01-29 18:50:00,0,0,0,0,0,0,0,0,0
2017-01-29 18:53:00,1,0,1,1,0,1,0,0,1
2017-01-29 18:56:00,0,0,1,0,1,0,0,0,0
2017-01-29 18:59:00,1,1,1,1,1,1,1,1,1
2017-01-29 19:02:00,0,1,1,1,0,1,0,0,1
2017-01-29 19:05:00,0,1,0,1,0,0,0,1,1
2017-01-29 19:08:00,1,0,1,0,1,0,0,1,0
2017-01-29 19:11:00,0,0,1,0,0,0,0,0,1
2017-01-29 19:14:00,0,0,1,0,0,0,0,0,0
2017-01-29 19:17:00,0,0,0,0,0,0,0,0,0
2017-01-29 19:20:00,1,1,1,1,1,1,1,1,1
2017-01-29 19:23:00,0,0,1,0,0,0,1,0,0
2017-01-29 19:26:00,1,1,0,1,1,1,1,1,1
2017-01-29 19:29:00,1,0,1,0,0,0,0,0,0
2017-01-29 19:32:00,0,0,0,0,0,0,0,0,0
2017-01-29 19:35:00,0,1,1,0,1,0,1,1,1
2017-01-29 19:38:00,1,0,0,1,1,0,0,0,1
2017-01-29 19:41:00,0,1,1,0,1,1,1,0,1
2017-01-29 19:44:00,0,0,0,0,0,0,0,0,0
2017-01-29 19:47:00,0,0,1,0,0,0,0,1,0
2017-01-29 19:50:00,0,1,0,1,0,0,1,1,1
2017-01-29 19:53:00,1,0,0,0,1,1,1,0,0
2017-01-29 19:56:00,1,0,1,1,0,0,0,0,1
2017-01-29 19:59:00,1,1,0,0,1,1,1,1,0
2017-01-29 20:02:00,1,0,1,1,1,1,1,1,1
2017-01-29 20:05:00,0,0,0,0,0,0,0,0,0
2017-01-29 20:08:00,0,1,1,1,0,1,0,0,1
2017-01-29 20:11:00,1,1,0,1,1,0,0,1,0
2017-01-29 20:14:00,0,0,0,0,0,0,1,1,0
2017-01-29 20:17:00,1,1,0,0,1,1,1,1,1
2017-01-29 20:20:00,0,1,1,0,1,1,1,0,1
2017-01-29 20:23:00,0,0,0,1,0,0,0,1,1
2017-01-29 20:26:00,0,0,1,1,1,1,1,0,1
2017-01-29 20:29:00,1,0,1,0,0,1,1,1,0
2017-01-29 20:32:00,1,1,0,1,1,0,1,1,1
